-23.80418,-37.60248,1
-33.62739,-27.09418,1
-38.85128,13.40744,1
32.39734,4.77671,1
-49.34554,9.59406,0
-21.95575,2.0822,1
-32.45646,-2.60247,0
-29.84817,25.55269,1
-37.78604,13.6001,1
16.42574,-44.31918,1
36.61438,-15.36682,0
24.38951,35.91768,0
-31.49621,-3.91046,0
-34.96951,-25.2786,1
22.0148,25.74856,1
17.79243,16.15978,0
-17.52575,35.23389,1
-8.45184,37.17015,1
39.74007,9.53779,0
14.4988,-25.67082,1
10.7245,9.30255,1
46.9239,-15.19524,1
-50.38772,8.64821,0
-30.25045,-11.81421,0
40.01462,15.07911,0
-30.79028,35.44892,0
-17.81085,23.2886,0
-30.85627,0.84143,0
-19.85176,41.27668,0
-3.2559,36.56731,1
-12.16413,-7.39407,0
-22.2056,3.76069,1
-0.10884,-17.79833,0
-48.23427,6.41098,0
-20.53301,3.074,1
4.0662,-46.09776,1
30.89318,-1.86394,1
-14.24462,25.08511,0
-14.06065,43.04251,0
30.14429,-6.15798,1
23.23939,26.97679,1
-25.3772,40.51399,0
-13.57935,-21.18653,1
-29.28323,5.90136,0
13.98852,-35.77473,0
-8.88155,35.89624,1
-10.5306,35.32478,1
38.46325,-30.7289,1
-7.95321,16.73496,1
-20.32168,32.56199,1
-11.99662,-4.99917,0
-19.33694,34.67614,1
21.55764,2.9882,0
15.67812,-23.77738,1
2.60218,-26.80992,1
-1.73046,44.74632,0
-52.14626,-0.83624,0
18.54483,-43.16554,1
47.51347,-15.16253,1
-18.94438,42.60006,0
22.8111,-39.95798,1
8.22089,-46.08791,1
-36.69447,17.78655,1
19.10667,-42.15019,1
1.68308,34.86827,1
21.47699,11.90637,0
40.75829,-7.12528,0
-30.17947,22.79909,1
-42.48552,-6.70551,1
5.23319,26.90233,0
30.37826,13.3605,1
-20.97391,0.17109,1
-16.59047,44.54786,0
32.69384,2.73351,1
11.37801,42.54126,0
35.10052,25.81608,0
44.8131,-17.78857,1
13.68224,31.56044,1
17.74277,-21.6527,1
-24.8611,14.10094,0
28.7016,15.32993,1
-45.42406,16.70472,0
42.90229,-22.30147,1
42.25167,-2.64834,0
49.16626,-9.60424,1
-5.5814,9.49945,0
-16.44819,-30.6542,0
-9.35493,35.05278,1
6.6502,44.14119,0
28.37214,14.81607,1
36.50084,21.02508,0
-46.35244,17.41951,0
11.70844,7.76178,1
24.0536,34.60808,0
27.89994,-28.97962,0
-44.91371,17.90905,0
43.47746,-16.22155,1
-49.44243,4.7721,0
-10.8314,-32.4559,0
-40.76044,-4.57951,1
0.3907,45.74923,0
-10.45085,-22.95566,1
9.40696,-25.53173,1
-20.23029,5.82881,1
2.10599,-35.80829,0
37.11486,-33.29948,1
