34.88871,-14.41651,0
11.7144,-31.78078,0
28.63902,-21.99996,0
-3.48995,-32.19061,0
20.48893,12.6462,1
-39.90633,5.74601,1
6.85005,28.07126,1
-31.6367,20.90839,1
19.2574,-4.50135,1
-2.26496,12.50571,0
-36.97752,6.41179,1
-38.15314,7.44572,1
21.53196,1.12989,1
7.97859,-14.2142,1
20.5092,9.38206,1
22.18865,9.9197,1
11.80407,-30.36676,0
22.60212,13.1267,1
-21.46829,-9.36886,0
0.55233,13.34912,0
-0.2061,30.55126,1
3.68976,-13.82641,1
-18.47211,-15.76918,0
12.7946,-30.09579,0
31.96058,-17.52241,0
-28.83453,20.38983,1
-29.57553,21.9991,1
30.59863,-22.88122,0
-10.74431,32.27383,1
7.92493,-33.3399,0
-17.65345,-21.74398,0
-20.72697,-9.75764,0
39.93681,-5.96281,0
39.98182,-7.81764,0
-39.38989,4.27283,1
39.86793,-6.86659,0
15.30916,25.43515,1
-17.06518,30.41694,1
-39.39304,-2.37406,1
-37.58243,11.48258,1
-5.38632,33.10354,1
-7.2372,31.21501,1
-13.16795,29.93751,1
-7.2341,-30.24942,0
21.60972,-28.61797,0
-9.02866,13.48464,0
14.70949,23.79636,1
-0.47295,32.71694,1
-11.14805,-28.19613,0
-17.90946,30.19798,1
1.94976,10.5963,0
-34.13692,17.77452,1
-20.59456,27.7854,1
-12.85126,-25.57433,0
-22.08776,28.50532,1
23.55552,-26.36926,0
-33.35281,18.72556,1
24.02926,-28.42047,0
-6.78679,33.37497,1
15.6708,-10.25952,1
27.97943,-23.61605,0
-32.6941,19.25175,1
-35.51883,14.43579,1
-11.53252,-25.32498,0
15.77321,-29.0386,0
-16.47259,-20.99249,0
-39.40101,5.49221,1
0.84065,-11.49941,1
-4.36739,29.73439,1
-39.19369,6.42266,1
-7.20958,33.1667,1
20.78547,4.5757,1
11.56463,-31.71871,0
-32.32933,16.28063,1
10.93968,-13.63372,1
-5.88229,12.4682,0
-19.57171,5.38846,0
5.50701,-31.27521,0
-25.20006,26.12961,1
-5.04037,-6.34586,1
29.04902,-20.87601,0
21.69581,-25.43616,0
18.22497,-30.2292,0
-4.37087,-10.38845,1
-25.00942,25.87528,1
-9.08947,12.60832,0
18.374,21.22404,1
14.66402,-30.88794,0
22.38062,-27.22098,0
39.6279,-5.88839,0
-20.78783,28.91823,1
-1.42461,-10.63285,1
6.1035,-32.48526,0
-0.95709,13.20212,0
-6.74617,-30.62091,0
8.90513,-14.41858,1
-4.33185,33.54977,1
4.17691,30.77259,1
-12.59696,32.06423,1
29.8769,-22.90774,0
39.2764,-5.85259,0
-5.25787,-2.35224,1
16.48276,-28.59395,0
21.54633,-3.86042,1
37.99325,-13.57017,0
-22.7493,24.86298,1
-21.04356,-14.32209,0
-5.34428,14.36394,0
-14.7886,-24.7692,0
-35.37962,13.27362,1
3.8929,-32.13761,0
33.30474,-17.71981,0
20.67372,6.15003,1
-18.58458,7.26529,0
9.11642,28.38435,1
-19.27211,-15.94064,0
39.71659,-7.90534,0
12.67548,21.65505,1
-16.05131,29.85403,1
37.88814,-6.40246,0
-15.04798,-25.21703,0
2.98665,-13.38649,1
-18.96694,28.86871,1
-22.23024,3.80513,0
-22.44873,-4.41222,0
-23.36057,-11.59877,0
4.13937,4.14913,0
-4.80842,30.52676,1
-12.31114,12.39378,0
