-20.14868,98.47952,1
-110.39032,48.25772,1
62.70752,-9.85034,1
66.161,1.86819,1
-63.30981,7.47128,0
-8.4979,-95.23659,0
-39.33613,32.14993,0
-87.61499,73.41389,1
-67.31849,-2.5757,0
-10.43298,-23.78438,1
55.10663,-94.53686,0
22.51511,88.84383,1
-99.54107,60.18226,1
-41.14216,-76.87425,0
-38.66168,-78.28119,0
7.88869,93.41939,1
60.58625,54.03425,1
-20.14953,37.98083,0
35.12938,-38.19805,1
71.08833,-85.95679,0
-22.1428,-90.48528,0
59.00408,-18.70532,1
110.7726,-46.40784,0
-123.62371,22.12527,1
-128.57111,3.20984,1
7.07413,95.17174,1
-60.53283,-56.2556,0
18.36173,-37.80272,1
-110.54516,47.00997,1
-70.64094,85.93161,1
10.92528,5.73023,0
-52.31072,22.15521,0
-30.54508,-85.89943,0
63.30915,-91.2777,0
68.63721,30.47701,1
40.7723,-32.87804,1
43.65623,74.5012,1
-6.65088,-94.06115,0
102.25936,-61.44046,0
-10.45841,37.62757,0
-10.4152,35.36486,0
7.51989,93.86249,1
26.95208,87.80771,1
66.96494,5.69715,1
-61.85097,9.69248,0
-56.24209,94.56518,1
-64.35167,-38.7917,0
23.96181,-37.80135,1
-67.9871,-30.67906,0
-39.33764,-79.80193,0
-9.10866,-93.34325,0
21.69679,-99.16149,0
22.00659,-38.82701,1
-22.87624,40.30921,0
-22.83761,39.28319,0
-43.54775,-76.86666,0
-31.28212,35.66675,0
40.39833,78.6251,1
110.24537,-47.51162,0
26.85052,-37.07501,1
39.68167,78.543,1
-12.71116,-17.17979,1
42.35892,75.0817,1
-11.84855,-6.51349,1
-56.7227,17.9854,0
-26.93172,39.83381,0
-61.03376,91.21958,1
8.30673,-36.90563,1
-67.17039,-5.64777,0
89.28539,-73.3582,0
-20.9115,36.41584,0
66.9495,36.9414,1
8.03484,-37.59624,1
52.5946,-22.3938,1
10.84347,25.38722,0
123.931,-20.24943,0
20.1441,-39.24605,1
12.56711,17.01471,0
63.05866,-7.46569,1
128.64861,-3.81464,0
